Player-additional,Player,Age,Team,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BA,OBP,SLG,OPS,SB%,ISO,BABIP,BB%,SO%,BB/SO,HR/SB,XBH%,RBI Rate,R Rate,Cluster,Hitter_Type,Speed_Tier
abramcj01,CJ Abrams,23.0,WSN,NL,138.0,602.0,541.0,79.0,133.0,29.0,6.0,20.0,65.0,31.0,12.0,40.0,128.0,234.0,4.0,16.0,1.0,4.0,3.0,0.246,0.314,0.433,0.747,0.721,0.187,0.285,0.066,0.213,0.312,0.645,0.414,0.108,0.131,2,Balanced Hitter,High Speed
abreujo02,José Abreu,37.0,HOU,AL,35.0,120.0,113.0,10.0,14.0,2.0,0.0,2.0,7.0,0.0,0.0,4.0,28.0,22.0,4.0,2.0,0.0,1.0,0.0,0.124,0.167,0.195,0.361,0.0,0.071,0.143,0.033,0.233,0.143,0.0,0.286,0.058,0.083,0,Contact Hitter,Low Speed
abreuwi02,Wilyer Abreu,25.0,BOS,AL,132.0,447.0,399.0,59.0,101.0,33.0,2.0,15.0,58.0,8.0,3.0,40.0,125.0,183.0,7.0,3.0,0.0,5.0,0.0,0.253,0.322,0.459,0.781,0.727,0.206,0.326,0.089,0.28,0.32,1.875,0.495,0.13,0.132,2,Balanced Hitter,Moderate Speed
acunajo01,Luisangel Acuña,22.0,NYM,NL,14.0,40.0,39.0,6.0,12.0,2.0,1.0,3.0,6.0,0.0,1.0,1.0,6.0,25.0,1.0,0.0,0.0,0.0,0.0,0.308,0.325,0.641,0.966,0.0,0.333,0.3,0.025,0.15,0.167,0.0,0.5,0.15,0.15,2,Balanced Hitter,Low Speed
acunaro01,Ronald Acuña Jr.,26.0,ATL,NL,49.0,222.0,192.0,38.0,48.0,8.0,1.0,4.0,15.0,16.0,3.0,27.0,53.0,70.0,4.0,3.0,0.0,0.0,0.0,0.25,0.351,0.365,0.716,0.842,0.115,0.326,0.122,0.239,0.509,0.25,0.271,0.068,0.171,1,Power Hitter,Low Speed
adamewi01,Willy Adames,28.0,MIL,NL,161.0,688.0,610.0,93.0,153.0,33.0,0.0,32.0,112.0,21.0,4.0,74.0,173.0,282.0,12.0,1.0,0.0,3.0,3.0,0.251,0.331,0.462,0.794,0.84,0.211,0.297,0.108,0.251,0.428,1.524,0.425,0.163,0.135,2,Balanced Hitter,Low Speed
adamsjo03,Jordyn Adams,24.0,LAA,AL,11.0,38.0,35.0,4.0,8.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.229,0.289,0.314,0.604,1.0,0.085,0.318,0.079,0.316,0.25,0.5,0.125,0.105,0.105,0,Contact Hitter,Low Speed
adamsri03,Riley Adams,28.0,WSN,NL,41.0,130.0,116.0,10.0,26.0,5.0,1.0,2.0,8.0,1.0,0.0,10.0,35.0,39.0,4.0,2.0,0.0,2.0,1.0,0.224,0.292,0.336,0.629,1.0,0.112,0.296,0.077,0.269,0.286,2.0,0.308,0.062,0.077,0,Contact Hitter,Low Speed
adelljo01,Jo Adell,25.0,LAA,AL,130.0,451.0,405.0,54.0,84.0,15.0,2.0,20.0,62.0,15.0,10.0,35.0,126.0,163.0,9.0,7.0,0.0,3.0,1.0,0.207,0.28,0.402,0.682,0.6,0.195,0.244,0.078,0.279,0.278,1.333,0.44,0.137,0.12,2,Balanced Hitter,Moderate Speed
ahmedni01,Nick Ahmed,34.0,LAD/SFG,NL,71.0,228.0,210.0,20.0,48.0,6.0,1.0,2.0,17.0,2.0,1.0,11.0,51.0,62.0,6.0,1.0,3.0,3.0,0.0,0.229,0.267,0.295,0.562,0.667,0.066,0.288,0.048,0.224,0.216,1.0,0.188,0.075,0.088,0,Contact Hitter,Moderate Speed
albieoz01,Ozzie Albies,27.0,ATL,NL,99.0,435.0,399.0,52.0,100.0,29.0,1.0,10.0,53.0,8.0,1.0,27.0,65.0,161.0,6.0,5.0,0.0,4.0,0.0,0.251,0.303,0.404,0.707,0.889,0.153,0.274,0.062,0.149,0.415,1.25,0.4,0.122,0.12,1,Power Hitter,Moderate Speed
alexabl01,Blaze Alexander,25.0,ARI,NL,61.0,185.0,166.0,19.0,41.0,7.0,0.0,3.0,21.0,3.0,1.0,15.0,49.0,57.0,1.0,3.0,1.0,0.0,0.0,0.247,0.321,0.343,0.664,0.75,0.096,0.333,0.081,0.265,0.306,1.0,0.244,0.114,0.103,1,Power Hitter,Moderate Speed
allenni02,Nick Allen,25.0,OAK,AL,41.0,105.0,97.0,6.0,17.0,4.0,0.0,1.0,4.0,0.0,0.0,5.0,20.0,24.0,0.0,0.0,3.0,0.0,0.0,0.175,0.216,0.247,0.463,0.0,0.072,0.211,0.048,0.19,0.25,0.0,0.294,0.038,0.057,0,Contact Hitter,Low Speed
alonspe01,Pete Alonso,29.0,NYM,NL,162.0,695.0,608.0,91.0,146.0,31.0,0.0,34.0,88.0,3.0,0.0,70.0,172.0,279.0,14.0,13.0,0.0,4.0,4.0,0.24,0.329,0.459,0.788,1.0,0.219,0.276,0.101,0.247,0.407,11.333,0.445,0.127,0.131,2,Balanced Hitter,Low Speed
altuvjo01,Jose Altuve,34.0,HOU,AL,153.0,682.0,628.0,94.0,185.0,31.0,0.0,20.0,65.0,22.0,7.0,47.0,119.0,276.0,15.0,7.0,0.0,0.0,2.0,0.295,0.35,0.439,0.79,0.759,0.144,0.337,0.069,0.174,0.395,0.909,0.276,0.095,0.138,1,Power Hitter,Low Speed
alvarar01,Armando Alvarez,29.0,OAK,AL,16.0,39.0,37.0,7.0,9.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,0.243,0.282,0.27,0.552,1.0,0.027,0.31,0.051,0.205,0.25,0.0,0.111,0.051,0.179,0,Contact Hitter,Low Speed
alvarfr01,Francisco Alvarez,22.0,NYM,NL,100.0,342.0,308.0,39.0,73.0,14.0,2.0,11.0,47.0,1.0,1.0,30.0,86.0,124.0,7.0,2.0,0.0,2.0,0.0,0.237,0.307,0.403,0.71,0.5,0.166,0.291,0.088,0.251,0.349,11.0,0.37,0.137,0.114,2,Balanced Hitter,Moderate Speed
alvarna01,Nacho Alvarez Jr.,21.0,ATL,NL,8.0,32.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,2.0,0.0,0.0,0.0,0.1,0.156,0.1,0.256,0.0,0.0,0.15,0.0,0.312,0.0,,0.0,0.0,0.031,0,Contact Hitter,Low Speed
alvaryo01,Yordan Alvarez,27.0,HOU,AL,147.0,635.0,552.0,88.0,170.0,34.0,2.0,35.0,86.0,6.0,0.0,69.0,95.0,313.0,14.0,10.0,0.0,4.0,16.0,0.308,0.392,0.567,0.959,1.0,0.259,0.317,0.109,0.15,0.726,5.833,0.418,0.135,0.139,2,Balanced Hitter,High Speed
amadoad01,Adael Amador,21.0,COL,NL,10.0,36.0,35.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.171,0.194,0.2,0.394,1.0,0.029,0.207,0.028,0.167,0.167,0.0,0.167,0.0,0.028,0,Contact Hitter,Low Speed
amayaja01,Jacob Amaya,25.0,CHW,AL,24.0,72.0,68.0,4.0,12.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,28.0,13.0,3.0,0.0,0.0,0.0,0.0,0.176,0.222,0.191,0.413,1.0,0.015,0.3,0.056,0.389,0.143,0.0,0.083,0.042,0.056,0,Contact Hitter,Low Speed
amayami01,Miguel Amaya,25.0,CHC,NL,117.0,363.0,328.0,32.0,76.0,13.0,2.0,8.0,47.0,0.0,0.0,23.0,62.0,117.0,5.0,4.0,5.0,3.0,0.0,0.232,0.288,0.357,0.644,0.0,0.125,0.261,0.063,0.171,0.371,0.0,0.303,0.129,0.088,1,Power Hitter,Low Speed
anderti01,Tim Anderson,31.0,MIA,NL,65.0,241.0,234.0,16.0,50.0,3.0,0.0,0.0,9.0,4.0,4.0,7.0,68.0,53.0,6.0,0.0,0.0,0.0,0.0,0.214,0.237,0.226,0.463,0.5,0.012,0.301,0.029,0.282,0.103,0.0,0.06,0.037,0.066,0,Contact Hitter,Moderate Speed
andujmi01,Miguel Andujar,29.0,OAK,AL,75.0,319.0,302.0,31.0,86.0,14.0,1.0,4.0,30.0,3.0,2.0,13.0,42.0,114.0,10.0,3.0,0.0,1.0,0.0,0.285,0.32,0.377,0.697,0.6,0.092,0.319,0.041,0.132,0.31,1.333,0.221,0.094,0.097,1,Power Hitter,Moderate Speed
arandjo01,Jonathan Aranda,26.0,TBR,AL,44.0,143.0,128.0,22.0,30.0,7.0,0.0,6.0,14.0,0.0,0.0,12.0,32.0,55.0,2.0,2.0,0.0,1.0,0.0,0.234,0.308,0.43,0.737,0.0,0.196,0.264,0.084,0.224,0.375,0.0,0.433,0.098,0.154,2,Balanced Hitter,Low Speed
arciaor01,Orlando Arcia,29.0,ATL,NL,157.0,602.0,551.0,50.0,120.0,24.0,0.0,17.0,46.0,2.0,0.0,41.0,128.0,195.0,16.0,2.0,1.0,7.0,1.0,0.218,0.271,0.354,0.625,1.0,0.136,0.249,0.068,0.213,0.32,8.5,0.342,0.076,0.083,0,Contact Hitter,Low Speed
arenano01,Nolan Arenado,33.0,STL,NL,152.0,635.0,578.0,70.0,157.0,23.0,0.0,16.0,71.0,2.0,2.0,44.0,92.0,228.0,15.0,5.0,0.0,7.0,2.0,0.272,0.325,0.394,0.719,0.5,0.122,0.296,0.069,0.145,0.478,8.0,0.248,0.112,0.11,1,Power Hitter,Moderate Speed
ariasga01,Gabriel Arias,24.0,CLE,AL,53.0,161.0,153.0,15.0,34.0,9.0,1.0,3.0,15.0,5.0,2.0,6.0,53.0,54.0,4.0,1.0,0.0,1.0,0.0,0.222,0.255,0.353,0.608,0.714,0.131,0.316,0.037,0.329,0.113,0.6,0.382,0.093,0.093,0,Contact Hitter,Moderate Speed
arozara01,Randy Arozarena,29.0,SEA/TBR,AL,154.0,648.0,549.0,77.0,120.0,33.0,0.0,20.0,60.0,20.0,10.0,73.0,169.0,213.0,7.0,22.0,0.0,4.0,0.0,0.219,0.332,0.388,0.72,0.667,0.169,0.275,0.113,0.261,0.432,1.0,0.442,0.093,0.119,2,Balanced Hitter,Low Speed
arraelu01,Luis Arráez,27.0,MIA/SDP,NL,150.0,672.0,637.0,83.0,200.0,32.0,3.0,4.0,46.0,9.0,3.0,24.0,29.0,250.0,18.0,8.0,2.0,1.0,3.0,0.314,0.346,0.392,0.739,0.75,0.078,0.324,0.036,0.043,0.828,0.444,0.195,0.068,0.124,1,Power Hitter,Moderate Speed
azocajo01,José Azocar,28.0,SDP,NL,61.0,79.0,73.0,13.0,16.0,2.0,0.0,0.0,2.0,5.0,1.0,5.0,19.0,18.0,1.0,0.0,1.0,0.0,0.0,0.219,0.269,0.247,0.516,0.833,0.028,0.296,0.063,0.241,0.263,0.0,0.125,0.025,0.165,0,Contact Hitter,Moderate Speed
baddoak01,Akil Baddoo,25.0,DET,AL,31.0,82.0,73.0,7.0,10.0,2.0,2.0,2.0,5.0,1.0,0.0,8.0,27.0,22.0,0.0,0.0,0.0,1.0,0.0,0.137,0.22,0.301,0.521,1.0,0.164,0.178,0.098,0.329,0.296,2.0,0.6,0.061,0.085,0,Contact Hitter,High Speed
baderha01,Harrison Bader,30.0,NYM,NL,143.0,437.0,402.0,57.0,95.0,19.0,0.0,12.0,51.0,17.0,8.0,21.0,95.0,150.0,6.0,8.0,0.0,6.0,1.0,0.236,0.284,0.373,0.657,0.68,0.137,0.276,0.048,0.217,0.221,0.706,0.326,0.117,0.13,0,Contact Hitter,Low Speed
baeji01,Ji Hwan Bae,24.0,PIT,NL,29.0,81.0,74.0,11.0,14.0,2.0,0.0,0.0,6.0,6.0,2.0,6.0,24.0,16.0,0.0,0.0,0.0,1.0,0.0,0.189,0.247,0.216,0.463,0.75,0.027,0.275,0.074,0.296,0.25,0.0,0.143,0.074,0.136,0,Contact Hitter,Moderate Speed
baezja01,Javier Báez,31.0,DET,AL,80.0,289.0,272.0,25.0,50.0,12.0,0.0,6.0,37.0,8.0,1.0,12.0,69.0,80.0,10.0,2.0,0.0,3.0,1.0,0.184,0.221,0.294,0.516,0.889,0.11,0.22,0.042,0.239,0.174,0.75,0.36,0.128,0.087,0,Contact Hitter,Moderate Speed
bailepa01,Patrick Bailey,25.0,SFG,NL,121.0,448.0,401.0,46.0,94.0,16.0,1.0,8.0,46.0,4.0,0.0,39.0,100.0,136.0,10.0,0.0,1.0,7.0,0.0,0.234,0.298,0.339,0.637,1.0,0.105,0.287,0.087,0.223,0.39,2.0,0.266,0.103,0.103,1,Power Hitter,Low Speed
bakerlu01,Luken Baker,27.0,STL,NL,21.0,49.0,40.0,3.0,7.0,1.0,1.0,2.0,10.0,1.0,0.0,7.0,11.0,16.0,1.0,0.0,0.0,2.0,0.0,0.175,0.286,0.4,0.686,1.0,0.225,0.172,0.143,0.224,0.636,2.0,0.571,0.204,0.061,2,Balanced Hitter,Low Speed
baldwbr01,Brooks Baldwin,23.0,CHW,AL,33.0,121.0,114.0,9.0,24.0,6.0,0.0,2.0,8.0,4.0,0.0,6.0,31.0,36.0,1.0,0.0,1.0,0.0,0.0,0.211,0.25,0.316,0.566,1.0,0.105,0.272,0.05,0.256,0.194,0.5,0.333,0.066,0.074,0,Contact Hitter,Low Speed
bargead01,Addison Barger,24.0,TOR,AL,69.0,225.0,208.0,20.0,41.0,11.0,0.0,7.0,28.0,2.0,0.0,14.0,60.0,73.0,1.0,1.0,0.0,1.0,0.0,0.197,0.25,0.351,0.601,1.0,0.154,0.239,0.062,0.267,0.233,3.5,0.439,0.124,0.089,0,Contact Hitter,Low Speed
barneau01,Austin Barnes,34.0,LAD,NL,54.0,156.0,140.0,12.0,37.0,3.0,0.0,1.0,11.0,3.0,0.0,14.0,36.0,43.0,3.0,0.0,2.0,0.0,0.0,0.264,0.331,0.307,0.638,1.0,0.043,0.35,0.09,0.231,0.389,0.333,0.108,0.071,0.077,1,Power Hitter,Low Speed
barnhtu01,Tucker Barnhart,33.0,ARI,NL,31.0,96.0,81.0,13.0,14.0,3.0,0.0,0.0,6.0,1.0,0.0,13.0,31.0,17.0,0.0,0.0,2.0,0.0,0.0,0.173,0.287,0.21,0.497,1.0,0.037,0.28,0.135,0.323,0.419,0.0,0.214,0.062,0.135,0,Contact Hitter,Low Speed
bartjo01,Joey Bart,27.0,PIT,NL,80.0,282.0,253.0,38.0,67.0,11.0,0.0,13.0,45.0,0.0,0.0,22.0,73.0,117.0,8.0,6.0,0.0,1.0,0.0,0.265,0.337,0.462,0.799,0.0,0.197,0.321,0.078,0.259,0.301,0.0,0.358,0.16,0.135,2,Balanced Hitter,Low Speed
batybr01,Brett Baty,24.0,NYM,NL,50.0,171.0,153.0,15.0,35.0,3.0,0.0,4.0,16.0,0.0,0.0,16.0,42.0,50.0,3.0,1.0,1.0,0.0,1.0,0.229,0.306,0.327,0.633,0.0,0.098,0.29,0.094,0.246,0.381,0.0,0.2,0.094,0.088,1,Power Hitter,Low Speed
bauerja01,Jake Bauers,28.0,MIL,NL,116.0,346.0,302.0,45.0,60.0,9.0,2.0,12.0,43.0,13.0,1.0,39.0,118.0,109.0,0.0,5.0,0.0,0.0,1.0,0.199,0.301,0.361,0.662,0.929,0.162,0.279,0.113,0.341,0.331,0.923,0.383,0.124,0.13,2,Balanced Hitter,Moderate Speed
beckjo01,Jordan Beck,23.0,COL,NL,55.0,184.0,170.0,14.0,32.0,6.0,0.0,3.0,13.0,7.0,1.0,12.0,65.0,47.0,3.0,1.0,0.0,1.0,1.0,0.188,0.245,0.276,0.521,0.875,0.088,0.282,0.065,0.353,0.185,0.429,0.281,0.071,0.076,0,Contact Hitter,Moderate Speed
bellico01,Cody Bellinger,28.0,CHC,NL,130.0,569.0,516.0,72.0,137.0,23.0,3.0,18.0,78.0,9.0,2.0,45.0,89.0,220.0,10.0,3.0,0.0,5.0,7.0,0.266,0.325,0.426,0.751,0.818,0.16,0.287,0.079,0.156,0.506,2.0,0.321,0.137,0.127,1,Power Hitter,Moderate Speed
belljo02,Josh Bell,31.0,ARI/MIA,NL,145.0,603.0,538.0,62.0,134.0,23.0,2.0,19.0,71.0,0.0,1.0,51.0,120.0,218.0,22.0,6.0,0.0,3.0,1.0,0.249,0.319,0.405,0.725,0.0,0.156,0.286,0.085,0.199,0.425,0.0,0.328,0.118,0.103,1,Power Hitter,Low Speed
beninan01,Andrew Benintendi,29.0,CHW,AL,135.0,522.0,477.0,50.0,109.0,20.0,0.0,20.0,64.0,3.0,2.0,41.0,96.0,189.0,12.0,1.0,0.0,3.0,1.0,0.229,0.289,0.396,0.685,0.6,0.167,0.245,0.079,0.184,0.427,6.667,0.367,0.123,0.096,1,Power Hitter,Moderate Speed
bensowi01,Will Benson,26.0,CIN,NL,128.0,388.0,343.0,41.0,64.0,19.0,2.0,14.0,43.0,16.0,7.0,40.0,154.0,129.0,3.0,2.0,1.0,2.0,0.0,0.187,0.274,0.376,0.65,0.696,0.189,0.282,0.103,0.397,0.26,0.875,0.547,0.111,0.106,2,Balanced Hitter,High Speed
berrost01,Steward Berroa,25.0,TOR,AL,28.0,45.0,37.0,7.0,7.0,1.0,0.0,0.0,1.0,6.0,2.0,8.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.189,0.333,0.216,0.55,0.75,0.027,0.304,0.178,0.311,0.571,0.0,0.143,0.022,0.156,1,Power Hitter,Moderate Speed
bertijo01,Jon Berti,34.0,NYY,AL,25.0,74.0,66.0,10.0,18.0,0.0,0.0,1.0,6.0,5.0,1.0,6.0,14.0,21.0,2.0,1.0,1.0,0.0,0.0,0.273,0.342,0.318,0.661,0.833,0.045,0.333,0.081,0.189,0.429,0.2,0.056,0.081,0.135,1,Power Hitter,Moderate Speed
bethach01,Christian Bethancourt,32.0,CHC/MIA,NL,62.0,147.0,139.0,18.0,29.0,7.0,0.0,5.0,22.0,3.0,0.0,5.0,36.0,51.0,2.0,1.0,2.0,0.0,0.0,0.209,0.241,0.367,0.608,1.0,0.158,0.245,0.034,0.245,0.139,1.667,0.414,0.15,0.122,0,Contact Hitter,Low Speed
bettsmo01,Mookie Betts,31.0,LAD,NL,116.0,516.0,450.0,75.0,130.0,24.0,5.0,19.0,75.0,16.0,2.0,61.0,57.0,221.0,10.0,1.0,0.0,4.0,2.0,0.289,0.372,0.491,0.863,0.889,0.202,0.294,0.118,0.11,1.07,1.188,0.369,0.145,0.145,1,Power Hitter,High Speed
bichebo01,Bo Bichette,26.0,TOR,AL,81.0,336.0,311.0,29.0,70.0,16.0,1.0,4.0,31.0,5.0,1.0,20.0,64.0,100.0,12.0,3.0,0.0,2.0,1.0,0.225,0.277,0.322,0.598,0.833,0.097,0.269,0.06,0.19,0.312,0.8,0.3,0.092,0.086,0,Contact Hitter,Moderate Speed
biggica01,Cavan Biggio,29.0,LAD/TOR,2LG,112.0,317.0,266.0,39.0,52.0,6.0,0.0,8.0,29.0,2.0,0.0,34.0,102.0,82.0,1.0,10.0,4.0,0.0,0.0,0.196,0.31,0.308,0.618,1.0,0.112,0.282,0.107,0.322,0.333,4.0,0.269,0.091,0.123,0,Contact Hitter,Low Speed
blackch02,Charlie Blackmon,37.0,COL,NL,124.0,499.0,449.0,59.0,115.0,24.0,5.0,12.0,52.0,6.0,2.0,43.0,86.0,185.0,4.0,6.0,0.0,1.0,2.0,0.256,0.329,0.412,0.741,0.75,0.156,0.293,0.086,0.172,0.5,2.0,0.357,0.104,0.118,1,Power Hitter,Moderate Speed
blackty01,Tyler Black,23.0,MIL,NL,18.0,57.0,49.0,4.0,10.0,2.0,0.0,0.0,2.0,3.0,0.0,7.0,17.0,12.0,0.0,1.0,0.0,0.0,0.0,0.204,0.316,0.245,0.561,1.0,0.041,0.312,0.123,0.298,0.412,0.0,0.2,0.035,0.07,0,Contact Hitter,Low Speed
blancda02,Dairon Blanco,31.0,KCR,AL,88.0,132.0,120.0,37.0,31.0,4.0,0.0,4.0,13.0,31.0,7.0,8.0,32.0,47.0,2.0,1.0,1.0,1.0,0.0,0.258,0.308,0.392,0.699,0.816,0.134,0.318,0.061,0.242,0.25,0.129,0.258,0.098,0.28,1,Power Hitter,Low Speed
blanktr01,Travis Blankenhorn,27.0,WSN,NL,13.0,32.0,31.0,2.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.129,0.156,0.161,0.318,0.0,0.032,0.182,0.031,0.281,0.111,,0.25,0.156,0.062,0,Contact Hitter,Low Speed
bledajj01,JJ Bleday,26.0,OAK,AL,159.0,642.0,572.0,74.0,139.0,43.0,4.0,20.0,60.0,2.0,3.0,67.0,125.0,250.0,8.0,2.0,1.0,0.0,2.0,0.243,0.324,0.437,0.762,0.4,0.194,0.279,0.104,0.195,0.536,10.0,0.482,0.093,0.115,2,Balanced Hitter,Moderate Speed
blissry01,Ryan Bliss,24.0,SEA,AL,33.0,71.0,63.0,10.0,14.0,3.0,1.0,2.0,9.0,5.0,3.0,5.0,22.0,25.0,1.0,1.0,2.0,0.0,0.0,0.222,0.29,0.397,0.687,0.625,0.175,0.308,0.07,0.31,0.227,0.4,0.429,0.127,0.141,2,Balanced Hitter,Moderate Speed
bogaexa01,Xander Bogaerts,31.0,SDP,NL,111.0,463.0,428.0,50.0,113.0,15.0,1.0,11.0,44.0,13.0,3.0,28.0,79.0,163.0,13.0,1.0,0.0,6.0,0.0,0.264,0.307,0.381,0.688,0.812,0.117,0.297,0.06,0.171,0.354,0.846,0.239,0.095,0.108,1,Power Hitter,Moderate Speed
bohmal01,Alec Bohm,27.0,PHI,NL,143.0,606.0,554.0,62.0,155.0,44.0,2.0,15.0,97.0,5.0,2.0,40.0,86.0,248.0,18.0,6.0,0.0,6.0,2.0,0.28,0.332,0.448,0.779,0.714,0.168,0.305,0.066,0.142,0.465,3.0,0.394,0.16,0.102,1,Power Hitter,Moderate Speed
boteda01,David Bote,31.0,CHC,NL,37.0,48.0,46.0,4.0,14.0,4.0,0.0,0.0,6.0,0.0,0.0,2.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.304,0.333,0.391,0.725,0.0,0.087,0.424,0.042,0.271,0.154,,0.286,0.125,0.083,1,Power Hitter,Low Speed
bouchse01,Sean Bouchard,28.0,COL,NL,31.0,108.0,91.0,14.0,17.0,7.0,0.0,1.0,8.0,4.0,0.0,12.0,33.0,27.0,0.0,2.0,1.0,2.0,0.0,0.187,0.29,0.297,0.586,1.0,0.11,0.271,0.111,0.306,0.364,0.25,0.471,0.074,0.13,0,Contact Hitter,Low Speed
bregmal01,Alex Bregman,30.0,HOU,AL,145.0,634.0,581.0,79.0,151.0,30.0,2.0,26.0,75.0,3.0,1.0,44.0,86.0,263.0,13.0,5.0,0.0,4.0,1.0,0.26,0.315,0.453,0.768,0.75,0.193,0.264,0.069,0.136,0.512,8.667,0.384,0.118,0.125,1,Power Hitter,Moderate Speed
brennwi02,Will Brennan,26.0,CLE,AL,114.0,353.0,330.0,37.0,87.0,13.0,2.0,8.0,30.0,4.0,2.0,19.0,48.0,128.0,9.0,3.0,0.0,1.0,2.0,0.264,0.309,0.388,0.697,0.667,0.124,0.287,0.054,0.136,0.396,2.0,0.264,0.085,0.105,1,Power Hitter,Moderate Speed
bridejo01,Jonah Bride,28.0,MIA,NL,71.0,272.0,232.0,30.0,64.0,10.0,0.0,11.0,39.0,0.0,1.0,30.0,55.0,107.0,9.0,3.0,0.0,7.0,1.0,0.276,0.357,0.461,0.818,0.0,0.185,0.306,0.11,0.202,0.545,0.0,0.328,0.143,0.11,1,Power Hitter,Low Speed
brownse01,Seth Brown,31.0,OAK,AL,124.0,400.0,372.0,32.0,86.0,11.0,1.0,14.0,44.0,4.0,2.0,25.0,112.0,141.0,7.0,2.0,0.0,1.0,0.0,0.231,0.283,0.379,0.662,0.667,0.148,0.291,0.062,0.28,0.223,3.5,0.302,0.11,0.08,0,Contact Hitter,Moderate Speed
brujavi01,Vidal Bruján,26.0,MIA,NL,102.0,278.0,248.0,32.0,55.0,14.0,2.0,2.0,16.0,5.0,6.0,25.0,54.0,79.0,5.0,4.0,1.0,0.0,3.0,0.222,0.303,0.319,0.622,0.455,0.097,0.276,0.09,0.194,0.463,0.4,0.327,0.058,0.115,1,Power Hitter,Moderate Speed
bryankr01,Kris Bryant,32.0,COL,NL,37.0,155.0,133.0,9.0,29.0,5.0,0.0,2.0,15.0,0.0,0.0,13.0,48.0,40.0,6.0,8.0,0.0,1.0,0.0,0.218,0.323,0.301,0.623,0.0,0.083,0.321,0.084,0.31,0.271,0.0,0.241,0.097,0.058,0,Contact Hitter,Low Speed
burgeja01,Jake Burger,28.0,MIA,NL,137.0,579.0,535.0,68.0,134.0,23.0,1.0,29.0,76.0,1.0,1.0,31.0,150.0,246.0,11.0,9.0,0.0,4.0,2.0,0.25,0.301,0.46,0.76,0.5,0.21,0.292,0.054,0.259,0.207,29.0,0.396,0.131,0.117,2,Balanced Hitter,Moderate Speed
burleal01,Alec Burleson,25.0,STL,NL,152.0,595.0,547.0,71.0,147.0,20.0,0.0,21.0,78.0,9.0,4.0,35.0,76.0,230.0,8.0,4.0,1.0,6.0,0.0,0.269,0.314,0.42,0.735,0.692,0.151,0.276,0.059,0.128,0.461,2.333,0.279,0.131,0.119,1,Power Hitter,Moderate Speed
buschmi02,Michael Busch,26.0,CHC,NL,152.0,567.0,496.0,73.0,123.0,28.0,2.0,21.0,65.0,2.0,1.0,63.0,162.0,218.0,9.0,4.0,0.0,4.0,1.0,0.248,0.335,0.44,0.775,0.667,0.192,0.322,0.111,0.286,0.389,10.5,0.415,0.115,0.129,2,Balanced Hitter,Moderate Speed
butlela01,Lawrence Butler,23.0,OAK,AL,125.0,451.0,412.0,63.0,108.0,24.0,2.0,22.0,57.0,18.0,0.0,35.0,108.0,202.0,8.0,0.0,0.0,4.0,0.0,0.262,0.317,0.49,0.807,1.0,0.228,0.301,0.078,0.239,0.324,1.222,0.444,0.126,0.14,2,Balanced Hitter,High Speed
buxtoby01,Byron Buxton,30.0,MIN,AL,102.0,388.0,355.0,62.0,99.0,27.0,3.0,18.0,56.0,7.0,2.0,20.0,99.0,186.0,3.0,11.0,0.0,2.0,1.0,0.279,0.335,0.524,0.859,0.778,0.245,0.338,0.052,0.255,0.202,2.571,0.485,0.144,0.16,2,Balanced Hitter,Moderate Speed
cabaljo01,José Caballero,27.0,TBR,AL,139.0,483.0,441.0,53.0,100.0,24.0,1.0,9.0,44.0,44.0,16.0,27.0,133.0,153.0,6.0,9.0,3.0,3.0,1.0,0.227,0.283,0.347,0.63,0.733,0.12,0.301,0.056,0.275,0.203,0.205,0.34,0.091,0.11,0,Contact Hitter,Low Speed
cabbatr01,Trey Cabbage,27.0,HOU,AL,45.0,91.0,86.0,12.0,18.0,8.0,0.0,1.0,8.0,1.0,1.0,4.0,34.0,29.0,1.0,1.0,0.0,0.0,0.0,0.209,0.253,0.337,0.59,0.5,0.128,0.333,0.044,0.374,0.118,1.0,0.5,0.088,0.132,0,Contact Hitter,Moderate Speed
cabreos01,Oswaldo Cabrera,25.0,NYY,AL,108.0,326.0,299.0,47.0,74.0,11.0,0.0,8.0,36.0,4.0,2.0,21.0,63.0,109.0,6.0,1.0,2.0,3.0,0.0,0.247,0.296,0.365,0.661,0.667,0.118,0.286,0.064,0.193,0.333,2.0,0.257,0.11,0.144,1,Power Hitter,Moderate Speed
