Rk,Name,Age,Tm,Lg,G▼,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
444,Matt Wallner,26,MIN,AL,58,49,33,425.1,113,109,4,0,1,1.000,-2,-5,0,0,1,2.39,1.95,OF-P,wallnma01
445,Shawn Armstrong,33,TOT,ZZ,57,7,0,66.2,4,0,4,0,1,1.000,,,-3,-54,0,0.54,0.07,P,armstsh01
446,Mike Baumann,28,TOT,ZZ,57,0,0,58.1,12,7,3,2,0,.833,,,-2,-41,0,1.54,0.18,P,baumami01
447,Brennan Bernardino,32,BOS,AL,57,3,0,51.0,13,5,6,2,0,.846,,,2,8,0,1.94,0.19,P,bernabr01
448,Wilmer Flores,32,SFG,NL,57,44,39,400.1,416,377,36,3,41,.993,-3,-9,-2,-6,-1,9.28,7.12,1B-3B,florewi01
449,Hunter Goodman,24,COL,NL,57,47,27,411.0,215,205,8,2,5,.991,-3,-9,-4,-11,-3,4.66,3.55,OF-C-1B,goodmhu01
450,Randal Grichuk,32,ARI,NL,57,46,20,381.0,98,97,1,0,0,1.000,2,7,3,9,0,2.31,1.72,OF,grichra01
451,Craig Kimbrel,36,BAL,AL,57,0,0,52.1,6,3,2,1,0,.833,,,-2,-8,0,0.86,0.09,P,kimbrcr01
452,Trevor Larnach,27,MIN,AL,57,52,27,429.0,91,91,0,0,0,1.000,2,7,0,0,1,1.91,1.60,OF,larnatr01
453,James McArthur,27,KCR,AL,57,0,0,56.2,14,4,9,1,0,.929,,,3,11,0,2.06,0.23,P,mcartja01
454,Donovan Solano,36,SDP,NL,57,46,39,421.1,207,148,58,1,20,.995,-1,-4,0,0,1,4.40,3.49,3B-1B-2B,solando01
455,Chris Stratton,33,KCR,AL,57,0,0,58.1,12,2,10,0,1,1.000,,,3,10,0,1.85,0.21,P,stratch01
456,Michael Tonkin,34,TOT,ZZ,57,0,0,79.1,13,6,7,0,1,1.000,,,-1,-15,0,1.47,0.23,P,tonkimi01
457,Austin Adams,33,OAK,AL,56,0,0,41.1,4,2,2,0,1,1.000,,,-1,-5,0,0.87,0.07,P,adamsau02
458,Justin Anderson,31,CHW,AL,56,0,0,53.1,5,1,4,0,0,1.000,,,-1,-4,0,0.84,0.09,P,anderju01
459,José Azocar,28,SDP,NL,56,17,9,225.2,58,58,0,0,0,1.000,3,17,-1,-5,0,2.31,1.04,OF,azocajo01
460,Aaron Bummer,30,ATL,NL,56,0,0,55.1,12,1,10,1,0,.917,,,-4,-14,0,1.79,0.20,P,bummeaa01
461,Declan Cronin,26,MIA,NL,56,0,0,70.1,8,4,3,1,0,.875,,,-5,-14,-1,0.90,0.13,P,cronide01
462,Iván Herrera,24,STL,NL,56,52,47,469.2,496,476,17,3,2,.994,-5,-14,-7,-18,2,9.45,8.80,C,herreiv01
463,John King,29,STL,NL,56,0,0,60.0,19,6,12,1,0,.947,,,-1,-3,0,2.70,0.32,P,kingjo01
464,Justin Lawrence,29,COL,NL,56,0,0,59.2,15,4,11,0,1,1.000,,,0,0,0,2.26,0.27,P,lawreju01
465,Edwin Díaz,30,NYM,NL,55,0,0,53.2,5,1,3,1,0,.800,,,-5,-19,0,0.67,0.07,P,diazed04
466,Colin Holderman,28,PIT,NL,55,0,0,51.1,9,5,4,0,0,1.000,,,-1,-4,0,1.58,0.16,P,holdeco01
467,Corey Julks,28,CHW,AL,55,42,31,383.0,82,80,1,1,1,.988,-4,-12,-4,-12,0,1.90,1.47,OF,julksco01
468,Jared Koenig,30,MIL,NL,55,6,0,62.0,7,0,5,2,0,.714,,,-1,-3,0,0.73,0.09,P,koenija01
469,Noelvi Marte,22,CIN,NL,55,53,50,469.1,130,45,73,12,6,.908,-4,-10,-8,-20,-1,2.26,2.11,3B-2B,marteno01
470,Mason Miller,25,OAK,AL,55,0,0,65.0,3,2,1,0,0,1.000,,,-1,-3,0,0.42,0.05,P,millema03
471,Trevor Richards,31,TOT,AL,55,2,0,65.1,7,2,2,3,0,.571,,,0,0,0,0.55,0.07,P,richatr01
472,Garrett Stubbs,31,PHI,NL,55,47,44,428.1,435,417,16,2,2,.995,1,2,-2,-6,0,9.10,7.73,C-P,stubbga01
473,Jorge Alcalá,28,MIN,AL,54,0,0,58.1,10,4,6,0,0,1.000,,,-2,-7,-1,1.54,0.19,P,alcaljo01
474,Pedro Avila,27,TOT,ZZ,54,0,0,82.2,10,8,2,0,2,1.000,,,1,14,0,1.09,0.19,P,avilape01
475,Jordan Beck,23,COL,NL,54,50,45,444.1,100,96,3,1,1,.990,2,5,1,2,2,2.01,1.83,OF,beckjo01
476,Carlos Estévez,31,TOT,ZZ,54,0,0,55.0,6,1,4,1,0,.833,,,0,0,0,0.82,0.09,P,estevca01
477,Kenley Jansen,36,BOS,AL,54,0,0,54.2,2,1,1,0,0,1.000,,,-1,-4,0,0.33,0.04,P,janseke01
478,Nick Mears,27,TOT,NL,54,0,0,57.2,4,0,4,0,0,1.000,,,-1,-20,0,0.62,0.07,P,mearsni01
479,Elehuris Montero,25,COL,NL,54,49,43,426.0,477,453,21,3,47,.994,-4,-10,-3,-8,1,10.01,8.78,1B,monteel01
480,Nick Senzel,29,TOT,MLB,54,52,45,446.1,143,35,102,6,8,.958,-3,-9,-11,-29,-1,2.76,2.54,3B-OF,senzeni01
481,Yordan Alvarez,27,HOU,AL,53,53,23,421.0,75,71,3,1,0,.987,-2,-5,-5,-14,0,1.58,1.40,OF,alvaryo01
482,Calvin Faucher,28,MIA,NL,53,0,0,53.2,6,0,6,0,0,1.000,,,0,0,0,1.01,0.11,P,fauchca01
483,Reed Garrett,31,NYM,NL,53,0,0,57.1,9,1,7,1,0,.889,,,1,3,0,1.26,0.15,P,garrere01
484,Chad Green,33,TOR,AL,53,0,0,53.1,5,2,3,0,0,1.000,,,0,0,0,0.84,0.09,P,greench03
485,Tayler Saucedo,31,SEA,AL,53,0,0,38.2,10,0,9,1,0,.900,,,0,0,0,2.09,0.17,P,sauceta01
486,Sam Hilliard,30,COL,NL,52,41,35,372.0,82,78,1,3,0,.963,-11,-35,-2,-6,-1,1.91,1.52,OF,hillisa01
487,Luke Jackson,32,TOT,NL,52,0,0,53.0,5,2,2,1,0,.800,,,-2,-45,0,0.68,0.08,P,jackslu01
488,Dylan Lee,29,ATL,NL,52,0,0,59.2,6,1,5,0,0,1.000,,,2,7,0,0.91,0.12,P,leedy01
489,Royce Lewis,25,MIN,AL,52,50,44,419.2,132,42,83,7,7,.947,-3,-9,-2,-6,0,2.68,2.36,3B-2B,lewisro02
490,Jorge López,31,TOT,NL,52,0,0,53.0,8,2,3,3,0,.625,,,-3,-67,0,0.85,0.10,P,lopezjo02
491,Luke Maile,33,CIN,NL,52,44,31,381.2,421,402,18,1,0,.998,5,16,-5,-16,1,9.90,8.08,C-P,mailelu01
492,Elvis Peguero,27,MIL,NL,52,0,0,51.1,7,1,5,1,1,.857,,,-1,-4,-1,1.05,0.12,P,pegueel01
493,José Ruiz,29,PHI,NL,52,0,0,51.0,3,1,2,0,0,1.000,,,-1,-4,-1,0.53,0.06,P,ruizjo01
494,Victor Scott II,23,STL,NL,52,40,37,376.0,97,95,0,2,0,.979,-4,-14,-1,-3,-1,2.27,1.83,OF,scottvi01
495,Jonah Bride,28,MIA,NL,51,45,37,397.2,283,242,38,3,33,.989,-4,-11,-2,-6,-1,6.34,5.19,1B-3B-2B,bridejo01
496,Willson Contreras,32,STL,NL,51,50,48,431.2,383,359,21,3,1,.992,0,0,0,0,2,7.92,7.45,C,contrwi01
497,Nick Loftin,25,KCR,AL,51,39,28,341.1,160,67,89,4,21,.975,0,1,4,14,0,4.11,2.74,2B-3B-1B-OF-P,loftini01
498,Shelby Miller,33,DET,AL,51,0,0,55.2,2,2,0,0,0,1.000,,,-1,-4,1,0.32,0.04,P,millesh01
499,Andruw Monasterio,27,MIL,NL,51,34,22,312.0,129,51,72,6,19,.953,2,9,0,0,0,3.55,2.32,3B-2B-1B-OF,monasan01
500,Matt Moore,35,LAA,AL,51,0,0,48.1,7,1,6,0,0,1.000,,,0,0,0,1.30,0.14,P,moorema02
501,Kyle Nicolas,25,PIT,NL,51,0,0,54.2,5,2,3,0,1,1.000,,,1,4,0,0.82,0.10,P,nicolky01
502,Anthony Rendon,34,LAA,AL,51,49,46,423.0,127,35,87,5,9,.961,-4,-12,2,6,1,2.60,2.44,3B,rendoan01
503,Tommy Kahnle,34,NYY,AL,50,0,0,42.2,6,4,2,0,0,1.000,,,-2,-9,0,1.27,0.12,P,kahnlto01
504,Tim Mayza,32,TOT,AL,50,0,0,42.2,10,4,6,0,1,1.000,,,-2,-56,0,2.11,0.20,P,mayzati01
505,Joey Meneses,32,WSN,NL,50,49,46,431.2,387,358,29,0,39,1.000,0,1,0,0,1,8.07,7.74,1B,menesjo01
506,James Outman,27,LAD,NL,50,37,28,339.2,97,94,2,1,0,.990,-5,-17,-1,-3,0,2.54,1.92,OF,outmaja01
507,Tanner Rainey,31,WSN,NL,50,0,0,51.0,6,4,2,0,0,1.000,,,-1,-4,0,1.06,0.12,P,raineta01
508,Ben Rice,25,NYY,AL,50,41,26,350.0,289,273,14,2,21,.993,0,0,-1,-3,0,7.38,5.74,1B-C,ricebe01
509,Burch Smith,34,TOT,ZZ,50,0,0,56.1,8,1,7,0,0,1.000,,,0,0,0,1.28,0.16,P,smithbu03
510,Drew Smyly,35,CHC,NL,50,0,0,58.2,7,3,3,1,0,.857,,,-2,-7,0,0.92,0.12,P,smylydr01
511,Blake Treinen,36,LAD,NL,50,0,0,46.2,6,2,3,1,0,.833,,,-2,-9,0,0.96,0.10,P,treinbl01
512,Patrick Wisdom,32,CHC,NL,50,30,13,265.0,164,132,27,5,9,.970,0,-1,-1,-4,0,5.40,2.84,1B-3B-OF-2B-P,wisdopa01
513,Ronald Acuña Jr.,26,ATL,NL,49,48,47,428.0,102,98,2,2,0,.980,-4,-10,-7,-19,0,2.10,2.08,OF,acunaro01
514,Roansy Contreras,24,TOT,ZZ,49,3,0,68.1,10,3,6,1,0,.900,,,0,0,0,1.19,0.18,P,contrro01
515,Hunter Harvey,29,TOT,ZZ,49,0,0,50.2,7,6,1,0,0,1.000,,,-4,-94,0,1.24,0.14,P,harvehu01
516,Zack Kelly,29,BOS,AL,49,3,0,56.2,18,9,9,0,0,1.000,,,1,4,0,2.86,0.37,P,kellyza01
517,Brendon Little,27,TOR,AL,49,0,0,45.2,15,6,9,0,2,1.000,,,0,0,0,2.96,0.31,P,littlbr02
518,Pavin Smith,28,ARI,NL,49,34,18,298.1,105,98,7,0,5,1.000,-3,-11,-4,-16,0,3.17,2.10,OF-1B-P,smithpa04
519,Gabriel Arias,24,CLE,AL,48,41,30,361.0,146,57,83,6,12,.959,0,0,-3,-9,0,3.49,2.64,3B-SS-OF-2B-1B,ariasga01
520,Anthony Banda,30,LAD,NL,48,2,0,49.2,8,1,7,0,0,1.000,,,0,0,0,1.45,0.17,P,bandaan01
521,Tyler Ferguson,30,OAK,AL,48,0,0,51.1,2,0,2,0,0,1.000,,,1,4,0,0.35,0.04,P,ferguty01
522,Martín Maldonado,37,CHW,AL,48,46,35,388.2,391,378,11,2,0,.995,-4,-12,-7,-22,-1,9.01,8.10,C,maldoma01
523,Reese McGuire,29,BOS,AL,48,41,34,361.1,397,381,10,6,2,.985,0,0,4,13,-1,9.74,8.15,C,mcguire01
524,Trevor Megill,30,MIL,NL,48,0,0,46.1,5,2,3,0,1,1.000,,,-1,-4,-1,0.97,0.10,P,megiltr01
525,Sam Moll,32,CIN,NL,48,0,0,37.2,6,2,4,0,0,1.000,,,0,0,0,1.43,0.13,P,mollsa01
526,Tomás Nido,30,TOT,NL,48,40,29,359.0,378,357,15,6,2,.984,0,2,-2,-6,1,9.33,7.75,C,nidoto01
527,Justin Turner,39,TOT,AL,48,44,24,359.2,295,253,38,4,12,.986,-2,-6,1,3,0,7.28,5.94,1B-3B,turneju01
528,Jordan Walker,22,STL,NL,48,46,22,367.1,67,64,2,1,1,.985,-1,-4,-4,-13,-1,1.62,1.38,OF,walkejo02
529,Christian Yelich,32,MIL,NL,48,47,44,402.1,79,75,3,1,1,.987,-1,-4,-5,-14,0,1.74,1.63,OF,yelicch01
530,Austin Barnes,34,LAD,NL,47,42,38,368.2,383,368,10,5,2,.987,-4,-12,2,7,3,9.23,8.04,C-2B,barneau01
531,Brett Baty,24,NYM,NL,47,43,33,380.0,122,33,87,2,10,.984,1,2,-1,-3,0,2.84,2.55,3B,batybr01
532,Kerry Carpenter,26,DET,AL,47,39,26,339.2,94,88,5,1,0,.989,-1,-3,1,3,1,2.46,1.98,OF,carpeke01
533,Darell Hernaiz,22,OAK,AL,47,39,25,339.0,130,52,75,3,13,.977,-5,-18,-5,-18,1,3.37,2.35,3B-SS-2B,hernada04
534,Brooks Lee,23,MIN,AL,47,40,35,371.0,130,48,78,4,9,.969,-1,-3,1,3,1,3.06,2.47,SS-3B-2B,leebr02
535,Nick Madrigal,27,CHC,NL,47,21,14,229.0,68,21,45,2,8,.971,-3,-16,-2,-10,0,2.59,1.29,3B-2B,madrini01
536,Brent Suter,34,CIN,NL,47,3,0,65.2,18,7,10,1,0,.944,,,2,6,0,2.33,0.36,P,suterbr01
537,Juan Yepez,26,WSN,NL,47,45,41,398.1,372,351,19,2,43,.995,-4,-11,-2,-6,-1,8.36,7.87,1B,yepezju01
538,Beau Brieske,26,DET,AL,46,12,0,67.2,11,3,8,0,1,1.000,,,2,6,1,1.46,0.24,P,briesbe01
539,Jesse Chavez,40,ATL,NL,46,0,0,63.1,11,2,8,1,0,.909,,,0,0,0,1.42,0.22,P,chaveje01
540,Pete Fairbanks,30,TBR,AL,46,0,0,45.1,7,2,5,0,0,1.000,,,0,0,0,1.39,0.15,P,fairbpe01
541,Derek Hill,28,TOT,ZZ,46,37,23,333.0,100,97,2,1,1,.990,1,4,-4,-14,-1,2.68,2.15,OF,hillde01
542,Jacob Latz,28,TEX,AL,46,0,0,43.2,5,2,3,0,0,1.000,,,-1,-5,0,1.03,0.11,P,latzja01
543,Wandy Peralta,32,SDP,NL,46,0,0,38.1,7,2,5,0,0,1.000,,,1,5,0,1.64,0.15,P,peralwa01
544,Jorge Soler,32,ATL,NL,46,46,13,326.0,63,60,2,1,0,.984,-11,-41,-10,-36,-2,1.71,1.35,OF,solerjo01
545,Matt Thaiss,29,LAA,AL,46,41,35,366.2,327,313,10,4,1,.988,0,1,-2,-7,1,7.93,7.02,C,thaisma01
546,Joey Wentz,26,TOT,ZZ,46,1,0,67.1,9,3,5,1,0,.889,,,-2,-35,0,1.07,0.17,P,wentzjo01
547,Scott Alexander,34,OAK,AL,45,0,0,38.2,8,1,7,0,0,1.000,,,1,5,0,1.86,0.18,P,alexasc02
548,Chris Martin,38,BOS,AL,45,0,0,44.1,16,8,7,1,0,.938,,,0,0,0,3.05,0.33,P,martich02
549,Edward Olivares,28,PIT,NL,45,41,18,330.2,79,76,2,1,0,.987,-10,-36,-6,-21,-1,2.12,1.73,OF,olivaed02
550,Will Smith,34,KCR,AL,45,0,0,41.1,10,0,7,3,0,.700,,,1,5,0,1.52,0.16,P,smithwi04
551,Erik Swanson,30,TOR,AL,45,0,0,39.1,5,2,2,1,0,.800,,,0,0,0,0.92,0.09,P,swanser01
552,Luis Torrens,28,NYM,NL,45,34,21,299.1,317,296,20,1,2,.997,7,28,4,16,-1,9.50,7.02,C-P,torrelu01
553,Blaze Alexander,25,ARI,NL,44,35,29,312.0,128,45,77,6,16,.953,-5,-19,-4,-15,0,3.52,2.71,SS-2B-3B,alexabl01
554,Bryce Jarvis,26,ARI,NL,44,0,0,59.1,8,3,5,0,0,1.000,,,1,3,0,1.21,0.18,P,jarvibr01
555,Seth Martinez,29,HOU,AL,44,0,0,52.2,10,5,5,0,0,1.000,,,1,4,0,1.71,0.23,P,martise01
556,Kyle McCann,26,OAK,AL,44,39,30,324.0,304,288,12,4,2,.987,-1,-4,-6,-22,0,8.33,6.82,C,mccanky01
557,Steven Okert,32,MIN,AL,44,1,0,35.1,7,1,6,0,0,1.000,,,0,0,0,1.78,0.16,P,okertst01
558,Justin Slaten,26,BOS,AL,44,0,0,55.1,4,2,2,0,0,1.000,,,0,0,0,0.65,0.09,P,slateju01
559,Ryan Yarbrough,32,TOT,ZZ,44,0,0,98.2,25,6,16,3,1,.880,,,3,36,0,2.01,0.50,P,yarbrry01
560,Cam Booser,32,BOS,AL,43,0,0,42.2,7,3,3,1,0,.857,,,1,5,0,1.27,0.14,P,booseca01
561,Jake Diekman,37,NYM,NL,43,0,0,32.0,9,4,3,2,0,.778,,,-1,-6,0,1.97,0.16,P,diekmja01
562,Bryan Hudson,27,MIL,NL,43,0,0,62.1,10,5,5,0,0,1.000,,,1,3,0,1.44,0.23,P,hudsobr01
563,Bryce Johnson,28,SDP,NL,43,18,13,194.2,45,43,2,0,0,1.000,1,9,1,6,0,2.08,1.05,OF,johnsbr03
564,Sam Long,28,KCR,AL,43,0,0,42.2,7,1,6,0,1,1.000,,,0,0,0,1.48,0.16,P,longsa01
565,Luis Matos,22,SFG,NL,43,33,24,322.1,71,69,1,1,0,.986,-7,-25,0,0,2,1.95,1.63,OF,matoslu02
566,Colin Poche,30,TBR,AL,43,0,0,37.1,1,0,1,0,0,1.000,,,0,0,0,0.24,0.02,P,pocheco01
567,José Tena,23,TOT,MLB,43,42,37,365.1,114,30,74,10,20,.912,-2,-5,-2,-6,1,2.56,2.31,3B-2B,tenajo01
568,Stephen Kolek,27,SDP,NL,42,0,0,46.2,9,1,8,0,0,1.000,,,0,0,0,1.74,0.21,P,kolekst01
569,Nick Martinez,33,CIN,NL,42,16,1,142.1,28,10,15,3,1,.893,,,1,1,0,1.58,0.60,P,martini01
570,Paul Sewald,34,ARI,NL,42,0,0,39.2,6,3,3,0,0,1.000,,,0,0,0,1.36,0.14,P,sewalpa01
571,Collin Snider,28,SEA,AL,42,0,0,41.2,9,5,3,1,0,.889,,,0,0,0,1.73,0.19,P,snideco01
572,Danny Young,30,NYM,NL,42,0,0,37.2,6,2,2,2,0,.667,,,-1,-5,0,0.96,0.10,P,youngda02
573,Nick Allen,25,OAK,AL,41,30,24,269.1,129,49,74,6,24,.953,1,6,4,18,0,4.11,3.00,SS-3B-2B,allenni02
574,Evan Carter,21,TEX,AL,41,38,29,331.0,77,73,3,1,1,.987,4,16,4,14,0,2.07,1.85,OF,carteev01
575,Curt Casali,35,SFG,NL,41,38,25,321.0,372,345,20,7,0,.981,-7,-25,-1,-4,-1,10.23,8.90,C,casalcu01
576,José Herrera,27,ARI,NL,41,31,22,284.2,323,314,8,1,1,.997,-2,-10,-2,-8,1,10.18,7.85,C-3B,herrejo04
577,Alex Kirilloff,26,MIN,AL,41,35,13,274.1,98,94,4,0,2,1.000,-1,-5,-4,-17,1,3.22,2.33,OF-1B,kirilal01
578,Danny Mendick,30,CHW,AL,41,35,29,308.2,106,39,64,3,10,.972,0,0,-1,-4,0,3.00,2.51,3B-2B-P,mendida01
579,Rafael Montero,33,HOU,AL,41,0,0,38.1,5,1,3,1,0,.800,,,-2,-10,0,0.94,0.10,P,montera01
580,Connor Norby,24,TOT,MLB,41,41,36,359.0,119,45,66,8,8,.933,-5,-16,-4,-13,0,2.78,2.64,3B-2B,norbyco01
581,Jordan Weems,31,WSN,NL,41,0,0,41.2,10,1,8,1,1,.900,,,1,5,0,1.94,0.22,P,weemsjo01
582,Riley Adams,28,WSN,NL,40,36,29,314.1,294,279,10,5,2,.983,-6,-22,-2,-8,-2,8.27,7.23,C,adamsri03
583,Kody Clemens,28,PHI,NL,40,24,20,239.0,145,105,37,3,10,.979,2,8,2,10,1,5.35,3.38,1B-3B-2B-OF-P,clemeko01
584,Josh Jung,26,TEX,AL,40,40,39,352.1,97,28,66,3,7,.969,-6,-19,-3,-10,0,2.40,2.35,3B,jungjo01
585,Carmen Mlodzinski,25,PIT,NL,40,4,0,50.2,9,8,1,0,0,1.000,,,-1,-4,0,1.60,0.23,P,mlodzca01
586,Manuel Rodríguez,27,TBR,AL,40,0,0,37.2,5,1,4,0,0,1.000,,,0,0,0,1.19,0.13,P,rodrima01
587,Steven Wilson,29,CHW,AL,40,0,0,34.2,5,0,5,0,0,1.000,,,1,6,0,1.30,0.13,P,wilsost02
588,Josh Winckowski,26,BOS,AL,40,6,0,76.0,15,9,6,0,1,1.000,,,-1,-3,0,1.78,0.38,P,winckjo01
589,Huascar Brazobán,34,TOT,NL,39,0,0,51.2,12,8,3,1,0,.917,,,-1,-23,0,1.92,0.28,P,brazohu01
590,Trey Cabbage,27,HOU,AL,39,21,16,208.1,32,31,1,0,0,1.000,-2,-13,2,11,2,1.38,0.82,OF,cabbatr01
591,Junior Caminero,20,TBR,AL,39,39,33,337.1,104,40,58,6,5,.942,-1,-3,-1,-4,-1,2.61,2.45,3B-1B,caminju01
592,Yimi García,33,TOT,AL,39,0,0,39.0,3,1,2,0,0,1.000,,,0,0,0,0.69,0.08,P,garciyi01
593,Michael Grove,27,LAD,NL,39,2,0,51.0,7,3,4,0,0,1.000,,,1,4,0,1.24,0.18,P,grovemi01
594,Porter Hodge,23,CHC,NL,39,0,0,43.0,8,5,3,0,0,1.000,,,1,5,0,1.67,0.21,P,hodgepo01
595,Angel Martínez,22,CLE,AL,39,37,28,331.0,76,66,7,3,0,.961,-6,-23,-1,-3,2,1.98,1.87,OF-3B-2B,martian02
596,A.J. Minter,30,ATL,NL,39,0,0,34.1,11,2,9,0,0,1.000,,,2,12,0,2.88,0.28,P,minteaj01
597,Dane Myers,28,MIA,NL,39,22,11,222.0,67,59,6,2,1,.970,0,0,1,5,1,2.64,1.67,OF,myersda01
598,Leo Rivas,26,SEA,AL,39,23,19,221.0,75,19,54,2,8,.973,0,-2,-1,-5,0,2.97,1.78,SS-2B-P-3B,rivasle01
599,Jared Shuster,25,CHW,AL,39,4,0,73.1,11,6,4,1,0,.909,,,0,0,0,1.23,0.26,P,shustja01
600,Robbie Grossman,34,TOT,AL,38,27,19,231.1,57,55,1,1,0,.982,0,0,-1,-5,0,2.18,1.47,OF,grossro01
601,Miles Mastrobuoni,28,CHC,NL,38,25,14,230.2,102,31,68,3,10,.971,2,10,1,5,0,3.86,2.48,3B-SS-2B-OF,mastrmi01
602,Emilio Pagán,33,CIN,NL,38,1,0,38.0,5,2,3,0,0,1.000,,,1,5,0,1.18,0.13,P,paganem01
603,Yohan Ramírez,29,TOT,ZZ,38,0,0,45.0,9,3,4,2,0,.778,,,1,26,0,1.40,0.18,P,ramiryo01
604,Casey Schmitt,25,SFG,NL,38,29,20,267.0,93,30,60,3,12,.968,-3,-13,-3,-13,0,3.03,2.37,2B-SS-3B,schmica01
605,Luis Urías,27,SEA,AL,38,29,20,249.1,84,27,51,6,7,.929,2,10,0,0,0,2.82,2.05,3B,uriaslu01
606,Nick Anderson,33,KCR,AL,37,0,0,35.2,4,1,3,0,0,1.000,,,1,6,0,1.01,0.11,P,anderni01
607,Jake Cousins,29,NYY,AL,37,0,0,38.0,6,0,6,0,0,1.000,,,-1,-5,0,1.42,0.16,P,cousija01
608,J.D. Davis,31,TOT,AL,37,32,14,274.0,169,141,27,1,18,.994,-7,-33,-2,-8,1,5.52,4.00,1B-3B,davisjd01
609,Tommy Edman,29,LAD,NL,37,35,29,317.0,122,82,36,4,6,.967,0,-1,1,3,0,3.35,2.74,OF-SS-2B,edmanto01
610,Alex Faedo,28,DET,AL,37,6,0,57.1,8,3,4,1,1,.875,,,1,3,0,1.10,0.19,P,faedoal01
611,Carson Fulmer,30,LAA,AL,37,8,0,86.2,9,2,5,2,0,.778,,,0,0,0,0.73,0.19,P,fulmeca01
612,Jung Hoo Lee,25,SFG,NL,37,36,35,306.2,80,79,1,0,0,1.000,-2,-7,-2,-7,0,2.35,2.16,OF,leeju01
613,Grant McCray,23,SFG,NL,37,35,33,307.1,89,87,0,2,0,.978,-5,-20,-3,-11,-1,2.55,2.35,OF,mccragr01
614,Luis Ortiz,25,PIT,NL,37,15,0,135.2,21,7,10,4,0,.810,,,0,0,0,1.13,0.46,P,ortizlu03
615,JT Chargois,33,TOT,ZZ,36,0,0,36.1,3,1,2,0,0,1.000,,,1,33,0,0.74,0.08,P,chargjt01
616,Andrew Knizner,29,TEX,AL,36,28,20,242.0,255,248,5,2,1,.992,-3,-16,-3,-15,0,9.41,7.03,C-P,kniznan01
617,Michel Otañez,26,OAK,AL,36,0,0,34.0,0,0,0,0,0,,,,-1,-6,0,0.00,0.00,P,otanemi01
618,Zack Short,29,TOT,MLB,36,22,19,214.1,59,11,43,5,5,.915,1,3,1,5,0,2.27,1.50,3B-SS-2B,shortza01
619,Michael Stefanic,28,LAA,AL,36,31,19,264.1,127,50,77,0,25,1.000,3,12,-1,-5,0,4.32,3.43,2B-3B-P,stefami01
620,DJ Stewart,30,NYM,NL,36,29,6,206.0,51,49,2,0,1,1.000,-7,-39,-5,-29,0,2.23,1.38,OF-1B,stewadj01
621,Hunter Stratton,27,PIT,NL,36,0,0,37.2,6,2,2,2,0,.667,,,0,0,0,0.96,0.11,P,strathu01
622,Trey Sweeney,24,DET,AL,36,33,28,294.0,145,37,104,4,20,.972,3,13,3,12,0,4.32,3.92,SS,sweentr01
623,José Abreu,37,HOU,AL,35,31,28,275.1,276,254,19,3,24,.989,-3,-13,-2,-9,-1,8.92,7.80,1B,abreujo02
624,Jake Bird,28,COL,NL,35,0,0,40.0,5,0,5,0,0,1.000,,,0,0,0,1.13,0.14,P,birdja01
625,David Bote,31,CHC,NL,35,8,8,116.1,33,17,16,0,2,1.000,-1,-13,0,0,0,2.55,0.92,3B-2B-1B-P,boteda01
626,Bobby Dalbec,29,BOS,AL,35,23,17,213.1,127,101,26,0,9,1.000,5,27,1,5,0,5.36,3.53,1B-3B-OF,dalbebo01
627,Ben Gamel,32,TOT,ZZ,35,26,12,230.0,45,45,0,0,0,1.000,2,12,-2,-10,0,1.76,1.29,OF,gamelbe01
628,Ian Hamilton,29,NYY,AL,35,0,0,37.2,5,5,0,0,1,1.000,,,-1,-5,0,1.19,0.14,P,hamilia01
629,Brett Harris,26,OAK,AL,35,31,28,280.0,82,20,59,3,9,.963,0,1,-4,-17,-1,2.54,2.26,3B,harribr02
630,Joe Kelly,36,LAD,NL,35,0,0,32.0,7,2,5,0,0,1.000,,,1,6,0,1.97,0.20,P,kellyjo05
631,Richard Lovelady,28,TOT,ZZ,35,0,0,34.1,4,2,2,0,0,1.000,,,-2,-70,0,1.05,0.11,P,lovelri01
632,Curtis Mead,23,TBR,AL,35,32,24,268.1,95,35,56,4,9,.958,-4,-17,-4,-18,0,3.05,2.53,2B-3B-1B,meadcu01
633,Anthony Molina,22,COL,NL,35,1,0,59.2,12,8,4,0,0,1.000,,,-1,-3,0,1.81,0.34,P,molinan01
634,Nasim Nuñez,23,WSN,NL,35,21,19,212.1,123,38,80,5,19,.959,1,8,2,11,0,5.00,3.37,SS-2B,nunezna01
635,Randy Rodríguez,24,SFG,NL,35,1,0,52.1,8,2,6,0,0,1.000,,,1,4,0,1.38,0.23,P,rodrira02
636,Mitch Spence,26,OAK,AL,35,24,0,151.1,24,11,12,1,1,.958,,,0,0,0,1.37,0.66,P,spencmi01
637,Alek Thomas,24,ARI,NL,35,26,22,237.0,57,57,0,0,0,1.000,-6,-30,-1,-5,0,2.16,1.63,OF,thomaal01
638,Weston Wilson,29,PHI,NL,35,21,10,206.0,46,30,14,2,3,.957,-3,-20,0,0,0,1.92,1.16,OF-3B-2B-1B-P,wilsowe01
639,Brock Burke,27,TOT,AL,34,1,0,34.0,7,3,4,0,0,1.000,,,0,0,0,1.85,0.21,P,burkebr01
